sentence,intent,domain
posat la junta en el {area},HassTurnOn,light
posat la junta en l'{area},HassTurnOn,light
posat la junta en s'{area},HassTurnOn,light
posat la junta en la {area},HassTurnOn,light
posat la junta de el {area},HassTurnOn,light
posat la junta de l'{area},HassTurnOn,light
posat la junta de s'{area},HassTurnOn,light
posat la junta de la {area},HassTurnOn,light
posat la junta del el {area},HassTurnOn,light
posat la junta del l'{area},HassTurnOn,light
posat la junta del s'{area},HassTurnOn,light
posat la junta del la {area},HassTurnOn,light
posat la junta a el {area},HassTurnOn,light
posat la junta a l'{area},HassTurnOn,light
posat la junta a s'{area},HassTurnOn,light
posat la junta a la {area},HassTurnOn,light
posat la junta al el {area},HassTurnOn,light
posat la junta al l'{area},HassTurnOn,light
posat la junta al s'{area},HassTurnOn,light
posat la junta al la {area},HassTurnOn,light
posat la junts en el {area},HassTurnOn,light
posat la junts en l'{area},HassTurnOn,light
posat la junts en s'{area},HassTurnOn,light
posat la junts en la {area},HassTurnOn,light
posat la junts de el {area},HassTurnOn,light
posat la junts de l'{area},HassTurnOn,light
posat la junts de s'{area},HassTurnOn,light
posat la junts de la {area},HassTurnOn,light
posat la junts del el {area},HassTurnOn,light
posat la junts del l'{area},HassTurnOn,light
posat la junts del s'{area},HassTurnOn,light
posat la junts del la {area},HassTurnOn,light
posat la junts a el {area},HassTurnOn,light
posat la junts a l'{area},HassTurnOn,light
posat la junts a s'{area},HassTurnOn,light
posat la junts a la {area},HassTurnOn,light
posat la junts al el {area},HassTurnOn,light
posat la junts al l'{area},HassTurnOn,light
posat la junts al s'{area},HassTurnOn,light
posat la junts al la {area},HassTurnOn,light
posat les juny en el {area},HassTurnOn,light
posat les juny en l'{area},HassTurnOn,light
posat les juny en s'{area},HassTurnOn,light
posat les juny en la {area},HassTurnOn,light
posat les juny de el {area},HassTurnOn,light
posat les juny de l'{area},HassTurnOn,light
posat les juny de s'{area},HassTurnOn,light
posat les juny de la {area},HassTurnOn,light
posat les juny del el {area},HassTurnOn,light
posat les juny del l'{area},HassTurnOn,light
posat les juny del s'{area},HassTurnOn,light
posat les juny del la {area},HassTurnOn,light
posat les juny a el {area},HassTurnOn,light
posat les juny a l'{area},HassTurnOn,light
posat les juny a s'{area},HassTurnOn,light
posat les juny a la {area},HassTurnOn,light
posat les juny al el {area},HassTurnOn,light
posat les juny al l'{area},HassTurnOn,light
posat les juny al s'{area},HassTurnOn,light
posat les juny al la {area},HassTurnOn,light
posat les junta en el {area},HassTurnOn,light
posat les junta en l'{area},HassTurnOn,light
posat les junta en s'{area},HassTurnOn,light
posat les junta en la {area},HassTurnOn,light
posat les junta de el {area},HassTurnOn,light
posat les junta de l'{area},HassTurnOn,light
posat les junta de s'{area},HassTurnOn,light
posat les junta de la {area},HassTurnOn,light
posat les junta del el {area},HassTurnOn,light
posat les junta del l'{area},HassTurnOn,light
posat les junta del s'{area},HassTurnOn,light
posat les junta del la {area},HassTurnOn,light
posat les junta a el {area},HassTurnOn,light
posat les junta a l'{area},HassTurnOn,light
posat les junta a s'{area},HassTurnOn,light
posat les junta a la {area},HassTurnOn,light
posat les junta al el {area},HassTurnOn,light
posat les junta al l'{area},HassTurnOn,light
posat les junta al s'{area},HassTurnOn,light
posat les junta al la {area},HassTurnOn,light
posat les junts en el {area},HassTurnOn,light
posat les junts en l'{area},HassTurnOn,light
posat les junts en s'{area},HassTurnOn,light
posat les junts en la {area},HassTurnOn,light
posat les junts de el {area},HassTurnOn,light
posat les junts de l'{area},HassTurnOn,light
posat les junts de s'{area},HassTurnOn,light
posat les junts de la {area},HassTurnOn,light
posat les junts del el {area},HassTurnOn,light
posat les junts del l'{area},HassTurnOn,light
posat les junts del s'{area},HassTurnOn,light
posat les junts del la {area},HassTurnOn,light
posat les junts a el {area},HassTurnOn,light
posat les junts a l'{area},HassTurnOn,light
posat les junts a s'{area},HassTurnOn,light
posat les junts a la {area},HassTurnOn,light
posat les junts al el {area},HassTurnOn,light
posat les junts al l'{area},HassTurnOn,light
posat les junts al s'{area},HassTurnOn,light
posat les junts al la {area},HassTurnOn,light
activar dels juny en el {area},HassTurnOn,light
activar dels juny en l'{area},HassTurnOn,light
activar dels juny en s'{area},HassTurnOn,light
activar dels juny en la {area},HassTurnOn,light
activar dels juny de el {area},HassTurnOn,light
activar dels juny de l'{area},HassTurnOn,light
activar dels juny de s'{area},HassTurnOn,light
activar dels juny de la {area},HassTurnOn,light
activar dels juny del el {area},HassTurnOn,light
activar dels juny del l'{area},HassTurnOn,light
activar dels juny del s'{area},HassTurnOn,light
activar dels juny del la {area},HassTurnOn,light
activar dels juny a el {area},HassTurnOn,light
activar dels juny a l'{area},HassTurnOn,light
activar dels juny a s'{area},HassTurnOn,light
activar dels juny a la {area},HassTurnOn,light
activar dels juny al el {area},HassTurnOn,light
activar dels juny al l'{area},HassTurnOn,light
activar dels juny al s'{area},HassTurnOn,light
activar dels juny al la {area},HassTurnOn,light
activar dels junta en el {area},HassTurnOn,light
activar dels junta en l'{area},HassTurnOn,light
activar dels junta en s'{area},HassTurnOn,light
activar dels junta en la {area},HassTurnOn,light
activar dels junta de el {area},HassTurnOn,light
activar dels junta de l'{area},HassTurnOn,light
activar dels junta de s'{area},HassTurnOn,light
activar dels junta de la {area},HassTurnOn,light
activar dels junta del el {area},HassTurnOn,light
activar dels junta del l'{area},HassTurnOn,light
activar dels junta del s'{area},HassTurnOn,light
activar dels junta del la {area},HassTurnOn,light
activar dels junta a el {area},HassTurnOn,light
activar dels junta a l'{area},HassTurnOn,light
activar dels junta a s'{area},HassTurnOn,light
activar dels junta a la {area},HassTurnOn,light
activar dels junta al el {area},HassTurnOn,light
activar dels junta al l'{area},HassTurnOn,light
activar dels junta al s'{area},HassTurnOn,light
activar dels junta al la {area},HassTurnOn,light
activar dels junts en el {area},HassTurnOn,light
activar dels junts en l'{area},HassTurnOn,light
activar dels junts en s'{area},HassTurnOn,light
activar dels junts en la {area},HassTurnOn,light
activar dels junts de el {area},HassTurnOn,light
activar dels junts de l'{area},HassTurnOn,light
activar dels junts de s'{area},HassTurnOn,light
activar dels junts de la {area},HassTurnOn,light
activar dels junts del el {area},HassTurnOn,light
activar dels junts del l'{area},HassTurnOn,light
activar dels junts del s'{area},HassTurnOn,light
activar dels junts del la {area},HassTurnOn,light
activar dels junts a el {area},HassTurnOn,light
activar dels junts a l'{area},HassTurnOn,light
activar dels junts a s'{area},HassTurnOn,light
activar dels junts a la {area},HassTurnOn,light
activar dels junts al el {area},HassTurnOn,light
activar dels junts al l'{area},HassTurnOn,light
activar dels junts al s'{area},HassTurnOn,light
activar dels junts al la {area},HassTurnOn,light
activar la juny en el {area},HassTurnOn,light
activar la juny en l'{area},HassTurnOn,light
activar la juny en s'{area},HassTurnOn,light
activar la juny en la {area},HassTurnOn,light
activar la juny de el {area},HassTurnOn,light
activar la juny de l'{area},HassTurnOn,light
activar la juny de s'{area},HassTurnOn,light
activar la juny de la {area},HassTurnOn,light
activar la juny del el {area},HassTurnOn,light
activar la juny del l'{area},HassTurnOn,light
activar la juny del s'{area},HassTurnOn,light
activar la juny del la {area},HassTurnOn,light
activar la juny a el {area},HassTurnOn,light
activar la juny a l'{area},HassTurnOn,light
activar la juny a s'{area},HassTurnOn,light
activar la juny a la {area},HassTurnOn,light
activar la juny al el {area},HassTurnOn,light
activar la juny al l'{area},HassTurnOn,light
activar la juny al s'{area},HassTurnOn,light
activar la juny al la {area},HassTurnOn,light
activar la junta en el {area},HassTurnOn,light
activar la junta en l'{area},HassTurnOn,light
activar la junta en s'{area},HassTurnOn,light
activar la junta en la {area},HassTurnOn,light
activar la junta de el {area},HassTurnOn,light
activar la junta de l'{area},HassTurnOn,light
activar la junta de s'{area},HassTurnOn,light
activar la junta de la {area},HassTurnOn,light
activar la junta del el {area},HassTurnOn,light
activar la junta del l'{area},HassTurnOn,light
activar la junta del s'{area},HassTurnOn,light
activar la junta del la {area},HassTurnOn,light
activar la junta a el {area},HassTurnOn,light
activar la junta a l'{area},HassTurnOn,light
activar la junta a s'{area},HassTurnOn,light
activar la junta a la {area},HassTurnOn,light
activar la junta al el {area},HassTurnOn,light
activar la junta al l'{area},HassTurnOn,light
activar la junta al s'{area},HassTurnOn,light
activar la junta al la {area},HassTurnOn,light
activar la junts en el {area},HassTurnOn,light
activar la junts en l'{area},HassTurnOn,light
activar la junts en s'{area},HassTurnOn,light
activar la junts en la {area},HassTurnOn,light
activar la junts de el {area},HassTurnOn,light
activar la junts de l'{area},HassTurnOn,light
activar la junts de s'{area},HassTurnOn,light
activar la junts de la {area},HassTurnOn,light
activar la junts del el {area},HassTurnOn,light
activar la junts del l'{area},HassTurnOn,light
activar la junts del s'{area},HassTurnOn,light
activar la junts del la {area},HassTurnOn,light
activar la junts a el {area},HassTurnOn,light
activar la junts a l'{area},HassTurnOn,light
activar la junts a s'{area},HassTurnOn,light
activar la junts a la {area},HassTurnOn,light
activar la junts al el {area},HassTurnOn,light
activar la junts al l'{area},HassTurnOn,light
activar la junts al s'{area},HassTurnOn,light
activar la junts al la {area},HassTurnOn,light
activar les juny en el {area},HassTurnOn,light
activar les juny en l'{area},HassTurnOn,light
activar les juny en s'{area},HassTurnOn,light
activar les juny en la {area},HassTurnOn,light
activar les juny de el {area},HassTurnOn,light
activar les juny de l'{area},HassTurnOn,light
activar les juny de s'{area},HassTurnOn,light
activar les juny de la {area},HassTurnOn,light
activar les juny del el {area},HassTurnOn,light
activar les juny del l'{area},HassTurnOn,light
activar les juny del s'{area},HassTurnOn,light
activar les juny del la {area},HassTurnOn,light
activar les juny a el {area},HassTurnOn,light
activar les juny a l'{area},HassTurnOn,light
activar les juny a s'{area},HassTurnOn,light
activar les juny a la {area},HassTurnOn,light
activar les juny al el {area},HassTurnOn,light
activar les juny al l'{area},HassTurnOn,light
activar les juny al s'{area},HassTurnOn,light
activar les juny al la {area},HassTurnOn,light
activar les junta en el {area},HassTurnOn,light
activar les junta en l'{area},HassTurnOn,light
activar les junta en s'{area},HassTurnOn,light
activar les junta en la {area},HassTurnOn,light
activar les junta de el {area},HassTurnOn,light
activar les junta de l'{area},HassTurnOn,light
activar les junta de s'{area},HassTurnOn,light
activar les junta de la {area},HassTurnOn,light
activar les junta del el {area},HassTurnOn,light
activar les junta del l'{area},HassTurnOn,light
activar les junta del s'{area},HassTurnOn,light
activar les junta del la {area},HassTurnOn,light
activar les junta a el {area},HassTurnOn,light
activar les junta a l'{area},HassTurnOn,light
activar les junta a s'{area},HassTurnOn,light
activar les junta a la {area},HassTurnOn,light
activar les junta al el {area},HassTurnOn,light
activar les junta al l'{area},HassTurnOn,light
activar les junta al s'{area},HassTurnOn,light
activar les junta al la {area},HassTurnOn,light
activar les junts en el {area},HassTurnOn,light
activar les junts en l'{area},HassTurnOn,light
activar les junts en s'{area},HassTurnOn,light
activar les junts en la {area},HassTurnOn,light
activar les junts de el {area},HassTurnOn,light
activar les junts de l'{area},HassTurnOn,light
activar les junts de s'{area},HassTurnOn,light
activar les junts de la {area},HassTurnOn,light
activar les junts del el {area},HassTurnOn,light
activar les junts del l'{area},HassTurnOn,light
activar les junts del s'{area},HassTurnOn,light
activar les junts del la {area},HassTurnOn,light
activar les junts a el {area},HassTurnOn,light
activar les junts a l'{area},HassTurnOn,light
activar les junts a s'{area},HassTurnOn,light
activar les junts a la {area},HassTurnOn,light
activar les junts al el {area},HassTurnOn,light
activar les junts al l'{area},HassTurnOn,light
activar les junts al s'{area},HassTurnOn,light
activar les junts al la {area},HassTurnOn,light
activat dels juny en el {area},HassTurnOn,light
activat dels juny en l'{area},HassTurnOn,light
activat dels juny en s'{area},HassTurnOn,light
activat dels juny en la {area},HassTurnOn,light
activat dels juny de el {area},HassTurnOn,light
activat dels juny de l'{area},HassTurnOn,light
activat dels juny de s'{area},HassTurnOn,light
activat dels juny de la {area},HassTurnOn,light
activat dels juny del el {area},HassTurnOn,light
activat dels juny del l'{area},HassTurnOn,light
activat dels juny del s'{area},HassTurnOn,light
activat dels juny del la {area},HassTurnOn,light
activat dels juny a el {area},HassTurnOn,light
activat dels juny a l'{area},HassTurnOn,light
activat dels juny a s'{area},HassTurnOn,light
activat dels juny a la {area},HassTurnOn,light
activat dels juny al el {area},HassTurnOn,light
activat dels juny al l'{area},HassTurnOn,light
activat dels juny al s'{area},HassTurnOn,light
activat dels juny al la {area},HassTurnOn,light
activat dels junta en el {area},HassTurnOn,light
activat dels junta en l'{area},HassTurnOn,light
activat dels junta en s'{area},HassTurnOn,light
activat dels junta en la {area},HassTurnOn,light
activat dels junta de el {area},HassTurnOn,light
activat dels junta de l'{area},HassTurnOn,light
activat dels junta de s'{area},HassTurnOn,light
activat dels junta de la {area},HassTurnOn,light
activat dels junta del el {area},HassTurnOn,light
activat dels junta del l'{area},HassTurnOn,light
activat dels junta del s'{area},HassTurnOn,light
activat dels junta del la {area},HassTurnOn,light
activat dels junta a el {area},HassTurnOn,light
activat dels junta a l'{area},HassTurnOn,light
activat dels junta a s'{area},HassTurnOn,light
activat dels junta a la {area},HassTurnOn,light
activat dels junta al el {area},HassTurnOn,light
activat dels junta al l'{area},HassTurnOn,light
activat dels junta al s'{area},HassTurnOn,light
activat dels junta al la {area},HassTurnOn,light
activat dels junts en el {area},HassTurnOn,light
activat dels junts en l'{area},HassTurnOn,light
activat dels junts en s'{area},HassTurnOn,light
activat dels junts en la {area},HassTurnOn,light
activat dels junts de el {area},HassTurnOn,light
activat dels junts de l'{area},HassTurnOn,light
activat dels junts de s'{area},HassTurnOn,light
activat dels junts de la {area},HassTurnOn,light
activat dels junts del el {area},HassTurnOn,light
activat dels junts del l'{area},HassTurnOn,light
activat dels junts del s'{area},HassTurnOn,light
activat dels junts del la {area},HassTurnOn,light
activat dels junts a el {area},HassTurnOn,light
activat dels junts a l'{area},HassTurnOn,light
activat dels junts a s'{area},HassTurnOn,light
activat dels junts a la {area},HassTurnOn,light
activat dels junts al el {area},HassTurnOn,light
activat dels junts al l'{area},HassTurnOn,light
activat dels junts al s'{area},HassTurnOn,light
activat dels junts al la {area},HassTurnOn,light
activat la juny en el {area},HassTurnOn,light
activat la juny en l'{area},HassTurnOn,light
activat la juny en s'{area},HassTurnOn,light
activat la juny en la {area},HassTurnOn,light
activat la juny de el {area},HassTurnOn,light
activat la juny de l'{area},HassTurnOn,light
activat la juny de s'{area},HassTurnOn,light
activat la juny de la {area},HassTurnOn,light
activat la juny del el {area},HassTurnOn,light
activat la juny del l'{area},HassTurnOn,light
activat la juny del s'{area},HassTurnOn,light
activat la juny del la {area},HassTurnOn,light
activat la juny a el {area},HassTurnOn,light
activat la juny a l'{area},HassTurnOn,light
activat la juny a s'{area},HassTurnOn,light
activat la juny a la {area},HassTurnOn,light
activat la juny al el {area},HassTurnOn,light
activat la juny al l'{area},HassTurnOn,light
activat la juny al s'{area},HassTurnOn,light
activat la juny al la {area},HassTurnOn,light
activat la junta en el {area},HassTurnOn,light
activat la junta en l'{area},HassTurnOn,light
activat la junta en s'{area},HassTurnOn,light
activat la junta en la {area},HassTurnOn,light
activat la junta de el {area},HassTurnOn,light
activat la junta de l'{area},HassTurnOn,light
activat la junta de s'{area},HassTurnOn,light
activat la junta de la {area},HassTurnOn,light
activat la junta del el {area},HassTurnOn,light
activat la junta del l'{area},HassTurnOn,light
activat la junta del s'{area},HassTurnOn,light
activat la junta del la {area},HassTurnOn,light
activat la junta a el {area},HassTurnOn,light
activat la junta a l'{area},HassTurnOn,light
activat la junta a s'{area},HassTurnOn,light
activat la junta a la {area},HassTurnOn,light
activat la junta al el {area},HassTurnOn,light
activat la junta al l'{area},HassTurnOn,light
activat la junta al s'{area},HassTurnOn,light
activat la junta al la {area},HassTurnOn,light
activat la junts en el {area},HassTurnOn,light
activat la junts en l'{area},HassTurnOn,light
activat la junts en s'{area},HassTurnOn,light
activat la junts en la {area},HassTurnOn,light
activat la junts de el {area},HassTurnOn,light
activat la junts de l'{area},HassTurnOn,light
activat la junts de s'{area},HassTurnOn,light
activat la junts de la {area},HassTurnOn,light
activat la junts del el {area},HassTurnOn,light
activat la junts del l'{area},HassTurnOn,light
activat la junts del s'{area},HassTurnOn,light
activat la junts del la {area},HassTurnOn,light
activat la junts a el {area},HassTurnOn,light
activat la junts a l'{area},HassTurnOn,light
activat la junts a s'{area},HassTurnOn,light
activat la junts a la {area},HassTurnOn,light
activat la junts al el {area},HassTurnOn,light
activat la junts al l'{area},HassTurnOn,light
activat la junts al s'{area},HassTurnOn,light
activat la junts al la {area},HassTurnOn,light
activat les juny en el {area},HassTurnOn,light
activat les juny en l'{area},HassTurnOn,light
activat les juny en s'{area},HassTurnOn,light
activat les juny en la {area},HassTurnOn,light
activat les juny de el {area},HassTurnOn,light
activat les juny de l'{area},HassTurnOn,light
activat les juny de s'{area},HassTurnOn,light
activat les juny de la {area},HassTurnOn,light
activat les juny del el {area},HassTurnOn,light
activat les juny del l'{area},HassTurnOn,light
activat les juny del s'{area},HassTurnOn,light
activat les juny del la {area},HassTurnOn,light
activat les juny a el {area},HassTurnOn,light
activat les juny a l'{area},HassTurnOn,light
activat les juny a s'{area},HassTurnOn,light
activat les juny a la {area},HassTurnOn,light
activat les juny al el {area},HassTurnOn,light
activat les juny al l'{area},HassTurnOn,light
activat les juny al s'{area},HassTurnOn,light
activat les juny al la {area},HassTurnOn,light
activat les junta en el {area},HassTurnOn,light
activat les junta en l'{area},HassTurnOn,light
activat les junta en s'{area},HassTurnOn,light
activat les junta en la {area},HassTurnOn,light
activat les junta de el {area},HassTurnOn,light
activat les junta de l'{area},HassTurnOn,light
activat les junta de s'{area},HassTurnOn,light
activat les junta de la {area},HassTurnOn,light
activat les junta del el {area},HassTurnOn,light
activat les junta del l'{area},HassTurnOn,light
activat les junta del s'{area},HassTurnOn,light
activat les junta del la {area},HassTurnOn,light
activat les junta a el {area},HassTurnOn,light
activat les junta a l'{area},HassTurnOn,light
activat les junta a s'{area},HassTurnOn,light
activat les junta a la {area},HassTurnOn,light
activat les junta al el {area},HassTurnOn,light
activat les junta al l'{area},HassTurnOn,light
activat les junta al s'{area},HassTurnOn,light
activat les junta al la {area},HassTurnOn,light
activat les junts en el {area},HassTurnOn,light
activat les junts en l'{area},HassTurnOn,light
activat les junts en s'{area},HassTurnOn,light
activat les junts en la {area},HassTurnOn,light
activat les junts de el {area},HassTurnOn,light
activat les junts de l'{area},HassTurnOn,light
activat les junts de s'{area},HassTurnOn,light
activat les junts de la {area},HassTurnOn,light
activat les junts del el {area},HassTurnOn,light
activat les junts del l'{area},HassTurnOn,light
activat les junts del s'{area},HassTurnOn,light
activat les junts del la {area},HassTurnOn,light
activat les junts a el {area},HassTurnOn,light
activat les junts a l'{area},HassTurnOn,light
activat les junts a s'{area},HassTurnOn,light
activat les junts a la {area},HassTurnOn,light
activat les junts al el {area},HassTurnOn,light
activat les junts al l'{area},HassTurnOn,light
activat les junts al s'{area},HassTurnOn,light
activat les junts al la {area},HassTurnOn,light
desbloquejar el {name} en el {area},HassTurnOff,None
desbloquejar el {name} en l'{area},HassTurnOff,None
desbloquejar el {name} en s'{area},HassTurnOff,None
desbloquejar el {name} en la {area},HassTurnOff,None
desbloquejar el {name} de el {area},HassTurnOff,None
desbloquejar el {name} de l'{area},HassTurnOff,None
desbloquejar el {name} de s'{area},HassTurnOff,None
desbloquejar el {name} de la {area},HassTurnOff,None
desbloquejar el {name} del el {area},HassTurnOff,None
desbloquejar el {name} del l'{area},HassTurnOff,None
desbloquejar el {name} del s'{area},HassTurnOff,None
desbloquejar el {name} del la {area},HassTurnOff,None
desbloquejar el {name} a el {area},HassTurnOff,None
desbloquejar el {name} a l'{area},HassTurnOff,None
desbloquejar el {name} a s'{area},HassTurnOff,None
desbloquejar el {name} a la {area},HassTurnOff,None
desbloquejar el {name} al el {area},HassTurnOff,None
desbloquejar el {name} al l'{area},HassTurnOff,None
desbloquejar el {name} al s'{area},HassTurnOff,None
desbloquejar el {name} al la {area},HassTurnOff,None
desbloquejar l'{name} en el {area},HassTurnOff,None
desbloquejar l'{name} en l'{area},HassTurnOff,None
desbloquejar l'{name} en s'{area},HassTurnOff,None
desbloquejar l'{name} en la {area},HassTurnOff,None
desbloquejar l'{name} de el {area},HassTurnOff,None
desbloquejar l'{name} de l'{area},HassTurnOff,None
desbloquejar l'{name} de s'{area},HassTurnOff,None
desbloquejar l'{name} de la {area},HassTurnOff,None
desbloquejar l'{name} del el {area},HassTurnOff,None
desbloquejar l'{name} del l'{area},HassTurnOff,None
desbloquejar l'{name} del s'{area},HassTurnOff,None
desbloquejar l'{name} del la {area},HassTurnOff,None
desbloquejar l'{name} a el {area},HassTurnOff,None
desbloquejar l'{name} a l'{area},HassTurnOff,None
desbloquejar l'{name} a s'{area},HassTurnOff,None
desbloquejar l'{name} a la {area},HassTurnOff,None
desbloquejar l'{name} al el {area},HassTurnOff,None
desbloquejar l'{name} al l'{area},HassTurnOff,None
desbloquejar l'{name} al s'{area},HassTurnOff,None
desbloquejar l'{name} al la {area},HassTurnOff,None
desbloquejar s'{name} en el {area},HassTurnOff,None
desbloquejar s'{name} en l'{area},HassTurnOff,None
desbloquejar s'{name} en s'{area},HassTurnOff,None
desbloquejar s'{name} en la {area},HassTurnOff,None
desbloquejar s'{name} de el {area},HassTurnOff,None
desbloquejar s'{name} de l'{area},HassTurnOff,None
desbloquejar s'{name} de s'{area},HassTurnOff,None
desbloquejar s'{name} de la {area},HassTurnOff,None
desbloquejar s'{name} del el {area},HassTurnOff,None
desbloquejar s'{name} del l'{area},HassTurnOff,None
desbloquejar s'{name} del s'{area},HassTurnOff,None
desbloquejar s'{name} del la {area},HassTurnOff,None
desbloquejar s'{name} a el {area},HassTurnOff,None
desbloquejar s'{name} a l'{area},HassTurnOff,None
desbloquejar s'{name} a s'{area},HassTurnOff,None
desbloquejar s'{name} a la {area},HassTurnOff,None
desbloquejar s'{name} al el {area},HassTurnOff,None
desbloquejar s'{name} al l'{area},HassTurnOff,None
desbloquejar s'{name} al s'{area},HassTurnOff,None
desbloquejar s'{name} al la {area},HassTurnOff,None
desbloquejar la {name} en el {area},HassTurnOff,None
desbloquejar la {name} en l'{area},HassTurnOff,None
desbloquejar la {name} en s'{area},HassTurnOff,None
desbloquejar la {name} en la {area},HassTurnOff,None
desbloquejar la {name} de el {area},HassTurnOff,None
desbloquejar la {name} de l'{area},HassTurnOff,None
desbloquejar la {name} de s'{area},HassTurnOff,None
desbloquejar la {name} de la {area},HassTurnOff,None
desbloquejar la {name} del el {area},HassTurnOff,None
desbloquejar la {name} del l'{area},HassTurnOff,None
desbloquejar la {name} del s'{area},HassTurnOff,None
desbloquejar la {name} del la {area},HassTurnOff,None
desbloquejar la {name} a el {area},HassTurnOff,None
desbloquejar la {name} a l'{area},HassTurnOff,None
desbloquejar la {name} a s'{area},HassTurnOff,None
desbloquejar la {name} a la {area},HassTurnOff,None
desbloquejar la {name} al el {area},HassTurnOff,None
desbloquejar la {name} al l'{area},HassTurnOff,None
desbloquejar la {name} al s'{area},HassTurnOff,None
desbloquejar la {name} al la {area},HassTurnOff,None
desbloquejat el {name} en el {area},HassTurnOff,None
desbloquejat el {name} en l'{area},HassTurnOff,None
desbloquejat el {name} en s'{area},HassTurnOff,None
desbloquejat el {name} en la {area},HassTurnOff,None
desbloquejat el {name} de el {area},HassTurnOff,None
desbloquejat el {name} de l'{area},HassTurnOff,None
desbloquejat el {name} de s'{area},HassTurnOff,None
desbloquejat el {name} de la {area},HassTurnOff,None
desbloquejat el {name} del el {area},HassTurnOff,None
desbloquejat el {name} del l'{area},HassTurnOff,None
desbloquejat el {name} del s'{area},HassTurnOff,None
desbloquejat el {name} del la {area},HassTurnOff,None
desbloquejat el {name} a el {area},HassTurnOff,None
desbloquejat el {name} a l'{area},HassTurnOff,None
desbloquejat el {name} a s'{area},HassTurnOff,None
desbloquejat el {name} a la {area},HassTurnOff,None
desbloquejat el {name} al el {area},HassTurnOff,None
desbloquejat el {name} al l'{area},HassTurnOff,None
desbloquejat el {name} al s'{area},HassTurnOff,None
desbloquejat el {name} al la {area},HassTurnOff,None
desbloquejat l'{name} en el {area},HassTurnOff,None
desbloquejat l'{name} en l'{area},HassTurnOff,None
desbloquejat l'{name} en s'{area},HassTurnOff,None
desbloquejat l'{name} en la {area},HassTurnOff,None
desbloquejat l'{name} de el {area},HassTurnOff,None
desbloquejat l'{name} de l'{area},HassTurnOff,None
desbloquejat l'{name} de s'{area},HassTurnOff,None
desbloquejat l'{name} de la {area},HassTurnOff,None
desbloquejat l'{name} del el {area},HassTurnOff,None
desbloquejat l'{name} del l'{area},HassTurnOff,None
desbloquejat l'{name} del s'{area},HassTurnOff,None
desbloquejat l'{name} del la {area},HassTurnOff,None
desbloquejat l'{name} a el {area},HassTurnOff,None
desbloquejat l'{name} a l'{area},HassTurnOff,None
desbloquejat l'{name} a s'{area},HassTurnOff,None
desbloquejat l'{name} a la {area},HassTurnOff,None
desbloquejat l'{name} al el {area},HassTurnOff,None
desbloquejat l'{name} al l'{area},HassTurnOff,None
desbloquejat l'{name} al s'{area},HassTurnOff,None
desbloquejat l'{name} al la {area},HassTurnOff,None
desbloquejat s'{name} en el {area},HassTurnOff,None
desbloquejat s'{name} en l'{area},HassTurnOff,None
desbloquejat s'{name} en s'{area},HassTurnOff,None
desbloquejat s'{name} en la {area},HassTurnOff,None
desbloquejat s'{name} de el {area},HassTurnOff,None
desbloquejat s'{name} de l'{area},HassTurnOff,None
desbloquejat s'{name} de s'{area},HassTurnOff,None
desbloquejat s'{name} de la {area},HassTurnOff,None
desbloquejat s'{name} del el {area},HassTurnOff,None
desbloquejat s'{name} del l'{area},HassTurnOff,None
desbloquejat s'{name} del s'{area},HassTurnOff,None
desbloquejat s'{name} del la {area},HassTurnOff,None
desbloquejat s'{name} a el {area},HassTurnOff,None
desbloquejat s'{name} a l'{area},HassTurnOff,None
desbloquejat s'{name} a s'{area},HassTurnOff,None
desbloquejat s'{name} a la {area},HassTurnOff,None
desbloquejat s'{name} al el {area},HassTurnOff,None
desbloquejat s'{name} al l'{area},HassTurnOff,None
desbloquejat s'{name} al s'{area},HassTurnOff,None
desbloquejat s'{name} al la {area},HassTurnOff,None
desbloquejat la {name} en el {area},HassTurnOff,None
desbloquejat la {name} en l'{area},HassTurnOff,None
desbloquejat la {name} en s'{area},HassTurnOff,None
desbloquejat la {name} en la {area},HassTurnOff,None
desbloquejat la {name} de el {area},HassTurnOff,None
desbloquejat la {name} de l'{area},HassTurnOff,None
desbloquejat la {name} de s'{area},HassTurnOff,None
desbloquejat la {name} de la {area},HassTurnOff,None
desbloquejat la {name} del el {area},HassTurnOff,None
desbloquejat la {name} del l'{area},HassTurnOff,None
desbloquejat la {name} del s'{area},HassTurnOff,None
desbloquejat la {name} del la {area},HassTurnOff,None
desbloquejat la {name} a el {area},HassTurnOff,None
desbloquejat la {name} a l'{area},HassTurnOff,None
desbloquejat la {name} a s'{area},HassTurnOff,None
desbloquejat la {name} a la {area},HassTurnOff,None
desbloquejat la {name} al el {area},HassTurnOff,None
desbloquejat la {name} al l'{area},HassTurnOff,None
desbloquejat la {name} al s'{area},HassTurnOff,None
desbloquejat la {name} al la {area},HassTurnOff,None
desblocar el {name} en el {area},HassTurnOff,None
desblocar el {name} en l'{area},HassTurnOff,None
desblocar el {name} en s'{area},HassTurnOff,None
desblocar el {name} en la {area},HassTurnOff,None
desblocar el {name} de el {area},HassTurnOff,None
desblocar el {name} de l'{area},HassTurnOff,None
desblocar el {name} de s'{area},HassTurnOff,None
desblocar el {name} de la {area},HassTurnOff,None
desblocar el {name} del el {area},HassTurnOff,None
desblocar el {name} del l'{area},HassTurnOff,None
desblocar el {name} del s'{area},HassTurnOff,None
